signal_id,symbol,signal_market_cap,gt_score,decision,bought,t0_timestamp,X_price,X_market_cap,X_liquidity,X_volume,X_buys,X_sells,X_social_mentions,X_social_velocity,X_mentions_per_minute,X_growth_rate,X_viral_acceleration,X_engagement_velocity,X_engagement_score,X_viral_score,X_news_score,X_news_sentiment,X_news_minutes_old,X_news_credibility,X_freshness_score,X_sentiment_positive,X_sentiment_neutral,X_sentiment_negative,X_sentiment_confidence,X_sentiment_strength,X_sarcasm_probability,X_narrative_confidence,X_narrative_heat_score,X_kol_mentions,X_kol_score,X_telegram_members,X_twitter_followers,X_community_growth_rate,X_message_rate,X_active_users,X_mc_velocity,X_holder_velocity,X_volume_velocity,X_buy_velocity,X_liquidity_change,X_mc_acceleration,X_holder_acceleration,X_volume_acceleration,X_buy_sell_ratio,snapshot_source_timestamp,intel_source_timestamp,Y_max_return,Y_peak_market_cap,Y_time_to_peak,Y_rugged,Y_lowest_market_cap,Y_peak_price,Y_lowest_price,Y_min_return,Y_returned_2x,Y_returned_5x,Y_returned_10x
25710e91-d1df-4028-b97f-3bdd736aee72,Jibanyan,34700.0,2,SKIP,0,1786034845.7711303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.556195965417867,45650.0,399.11890959739685,1.0,2952.0,4.565e-05,3.138e-06,-91.492795389049,0.0,0.0,0.0
0a1df325-87d6-4085-bf30-801058bf32ef,DANOTHY,36500.0,2,SKIP,0,1786036212.3714156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,29455.0,22.561034440994263,1.0,2209.0,2.945e-05,2.209e-06,-93.94794520547946,0.0,0.0,0.0
7ed4f642-a019-41a3-8898-a14d1daacfcb,MOFO,34700.0,2,WATCH,0,1786116641.6151495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0345821325648417,35753.0,20.549480438232422,1.0,1831.0,3.575e-05,2.016e-06,-94.72334293948127,0.0,0.0,0.0
5d184bd5-174d-466e-a469-761172c1c77a,LEGEND,38800.0,2,SKIP,0,1786116825.244709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.59020618556701,40969.0,10.19170093536377,1.0,1582.0,4.096e-05,1.85e-06,-95.92268041237114,0.0,0.0,0.0
61363c08-afb2-4bf5-96a1-7195a0168e13,Esee,35700.0,2,WATCH,0,1786119862.616251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4798.0,2792.85053896904,1.0,2136.0,4.797e-06,2.268e-06,-94.01680672268907,0.0,0.0,0.0
6255500d-8d3b-48ca-bf7b-6209736e7361,DUCKY,54500.0,2,SKIP,0,1786120303.8547118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,46230.0,7.652078151702881,1.0,3320.0,4.623e-05,3.319e-06,-93.90825688073394,0.0,0.0,0.0
0afc0300-7b9e-4287-9d1e-7740f8c029f1,DUCK,43900.0,2,SKIP,0,1786120363.8135598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.2779043280182,198111.0,686.8959801197052,0.0,11806.0,0.0001981,1.18e-05,-73.10706150341686,1.0,0.0,0.0
27555d55-fffb-467e-a9c3-88354437af78,GILF,34900.0,2,WATCH,0,1786122726.381473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.77936962750715,100784.0,1523.2160968780518,0.0,23786.0,0.0001007,2.378e-05,-31.845272206303726,1.0,0.0,0.0
909c84f1-d266-4bc0-a4e5-54696598f4fe,ECONOMISTS,42900.0,2,SKIP,0,1786360576.3803596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82f1daaa-a08f-40ec-89a9-6598fe9c9624,ECONOMISTS,37800.0,2,WATCH,0,1786360696.4687827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7226ca93-0bbc-4df4-916f-2f128a0074ac,Zoe,20400.0,1,SKIP,0,1786366284.8794007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3e8d0f6e-cd9e-4561-8240-20f4fd3e3079,VOID,36900.0,2,SKIP,0,1786366879.3230228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f52e111-87fd-4324-b32e-d487efca2212,Sex Coin,36300.0,2,WATCH,0,1786367256.5250223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4a3ac346-19ef-492b-879a-bbd32b453990,Duck,27800.0,2,SKIP,0,1786367689.5224586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d782d94-a437-4805-a208-bc981f31b173,slopdog,36300.0,2,SKIP,0,1786369084.1217823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43c99b74-d7e7-4543-b90f-4617446831b7,SOCIAL,36200.0,2,WATCH,0,1786369851.8630142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb5d4c41-0345-48c2-a0ba-5a59412f6158,CAP,36000.0,2,SKIP,0,1786370212.046144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c44be632-fe14-41f8-9fd8-b655b46a709a,catana,37700.0,2,SKIP,0,1786370977.004398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89a48a7f-dcab-4539-a880-87bda077dfe3,Agents,36100.0,2,SKIP,0,1786372961.4927607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9b8ed1e2-d1ba-48c0-858e-eb0bace93558,JEW,36500.0,2,WATCH,0,1786373431.9757643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d9be3a69-849f-4450-812a-29da2a94a678,RinTinTin,36200.0,2,SKIP,0,1786374158.0829113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d6701db-091f-46b2-aa4e-39b6686b88ed,Dayan,76400.0,2,SKIP,0,1786374409.6580534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4795ece0-283a-4fb9-abb1-d498b4768984,FOMOCAT,36000.0,2,SKIP,0,1786375424.7276514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47fe8792-d566-4287-ad00-e614bc6a07e2,GAINER,22900.0,1,SKIP,0,1786375885.416048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ab9dd40f-050e-4ffe-91c9-67540e8f23ea,freg,36100.0,2,WATCH,0,1786377362.7817056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7dd3d50d-a1a5-4861-b579-f4488fe661dd,artpad,35200.0,2,WATCH,0,1786377710.5842447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
